CustomerCode,CustomerName,CustomerSegment,IndustryVertical,SizeTier,ParentCustomerCode,ParentCustomerName,HqCountryCode,HqCountryName,HqRegion,SalesRegion,AccountManager,AccountManagerEmail,CreditTier,PaymentTermsDays,ContractType,OnboardedDate,ScdValidFrom,ScdValidTo,IsCurrent,ScdVersion,CustomerKey
CUS2216,Nova Steel GmbH,BCO,Metals,National,,,DE,Germany,N Europe,EMEA,Ingrid Nguyen,ingrid.nguyen@meridiangl.com,C,30,Named Account Tariff,2026-01-22,2026-01-22,9999-12-31,1,1,2881
CUS2217,Junction Machinery Pte Ltd,SME Direct,Machinery,SME,,,GB,United Kingdom,N Europe,EMEA,Ahmed Novak,ahmed.novak@meridiangl.com,D,15,Spot,2016-01-20,2016-01-20,9999-12-31,1,1,2882
CUS2218,Wellspring Stores LLC,3PL,Retail,SME,,,MY,Malaysia,SE Asia,APAC,Wei Silva,wei.silva@meridiangl.com,D,0,Spot,2015-05-22,2015-05-22,9999-12-31,1,1,2883
CUS2219,Valleyforge Industrial LLC,BCO,Machinery,Mid-Market,,,AU,Australia,Oceania,ANZ,Liam O'Brien,liam.obrien@meridiangl.com,B,45,Spot,2019-03-21,2019-03-21,9999-12-31,1,1,2884
CUS2220,Granite Pharmaceuticals Pte Ltd,BCO,Pharma,SME,,,SA,Saudi Arabia,Middle East,EMEA,Elena Haddad,elena.haddad@meridiangl.com,B,15,Named Account Tariff,2018-09-15,2018-09-15,9999-12-31,1,1,2885
CUS2221,Greystone Technologies Corp,SME Direct,Electronics,SME,,,NZ,New Zealand,Oceania,ANZ,Priya O'Brien,priya.obrien@meridiangl.com,D,30,Named Account Tariff,2020-11-20,2020-11-20,9999-12-31,1,1,2886
CUS2222,Marlowe FMCG S.A.,SME Direct,FMCG,Mid-Market,,,IN,India,South Asia,APAC,Sofia Ferreira,sofia.ferreira@meridiangl.com,C,45,Spot,2015-05-16,2015-05-16,9999-12-31,1,1,2887
CUS2223,Lakemoor Steel Inc,BCO,Metals,National,,,TH,Thailand,SE Asia,APAC,Sofia Larsson,sofia.larsson@meridiangl.com,B,45,Spot,2020-01-20,2020-01-20,2022-12-27,0,1,2888
CUS2223,Lakemoor Steel Inc,BCO,Metals,Mid-Market,,,TH,Thailand,SE Asia,APAC,Wei Silva,wei.silva@meridiangl.com,B,45,Named Account Tariff,2020-01-20,2022-12-28,9999-12-31,1,2,2889
CUS2224,Oakford Alloys Pte Ltd,BCO,Metals,SME,CUS1014,Millbrook Power Holdings,HK,Hong Kong,East Asia,APAC,Kenji Tanaka,kenji.tanaka@meridiangl.com,D,30,Spot,2021-08-12,2021-08-12,2022-11-12,0,1,2890
CUS2224,Oakford Alloys Pte Ltd,BCO,Metals,SME,CUS1014,Millbrook Power Holdings,HK,Hong Kong,East Asia,APAC,Fatima Tanaka,fatima.tanaka@meridiangl.com,A,30,Spot,2021-08-12,2022-11-13,9999-12-31,1,2,2891
CUS2225,Mosaic Consumer Goods B.V.,Freight Forwarder,FMCG,SME,,,IT,Italy,Mediterranean,EMEA,Raj Kim,raj.kim@meridiangl.com,D,15,Spot,2016-06-04,2016-06-04,2024-02-18,0,1,2892
CUS2225,Mosaic Consumer Goods B.V.,Freight Forwarder,FMCG,Mid-Market,,,IT,Italy,Mediterranean,EMEA,Raj Kim,raj.kim@meridiangl.com,A,15,Long-Term Contract,2016-06-04,2024-02-19,9999-12-31,1,2,2893
CUS2226,Sentinel Technologies PLC,3PL,Electronics,National,,,TW,Taiwan,East Asia,APAC,Priya Ferreira,priya.ferreira@meridiangl.com,D,15,Long-Term Contract,2025-02-21,2025-02-21,9999-12-31,1,1,2894
CUS2227,Harborview Power Group,NVOCC,Energy,SME,CUS0627,Underhill Agri-Foods Corp,TR,Turkey,Mediterranean,EMEA,Grace Osei,grace.osei@meridiangl.com,B,60,Named Account Tariff,2025-07-31,2025-07-31,2025-09-19,0,1,2895
CUS2227,Harborview Power Group,NVOCC,Energy,National,CUS0627,Underhill Agri-Foods Corp,TR,Turkey,Mediterranean,EMEA,Hassan Nguyen,hassan.nguyen@meridiangl.com,A,60,Spot,2025-07-31,2025-09-20,9999-12-31,1,2,2896
CUS2228,Granite Retail PLC,Freight Forwarder,Retail,SME,,,JP,Japan,East Asia,APAC,Hassan Silva,hassan.silva@meridiangl.com,C,30,Spot,2021-06-04,2021-06-04,2023-07-03,0,1,2897
CUS2228,Granite Retail PLC,Freight Forwarder,Retail,SME,,,JP,Japan,East Asia,APAC,Carlos Haddad,carlos.haddad@meridiangl.com,A,30,Spot,2021-06-04,2023-07-04,9999-12-31,1,2,2898
CUS2229,Fairhaven Alloys LLC,Freight Forwarder,Metals,National,,,SA,Saudi Arabia,Middle East,EMEA,Ahmed Novak,ahmed.novak@meridiangl.com,A,60,Named Account Tariff,2019-11-21,2019-11-21,2024-05-12,0,1,2899
CUS2229,Fairhaven Alloys LLC,Freight Forwarder,Metals,National,,,SA,Saudi Arabia,Middle East,EMEA,Wei Tanaka,wei.tanaka@meridiangl.com,D,60,Named Account Tariff,2019-11-21,2024-05-13,9999-12-31,1,2,2900
CUS2230,Ironwood Technologies B.V.,SME Direct,Electronics,Mid-Market,,,CA,Canada,N America East,Americas,Ahmed Rossi,ahmed.rossi@meridiangl.com,A,15,Spot,2015-05-05,2015-05-05,2018-07-15,0,1,2901
CUS2230,Ironwood Technologies B.V.,SME Direct,Electronics,Mid-Market,,,CA,Canada,N America East,Americas,Ahmed Rossi,ahmed.rossi@meridiangl.com,D,15,Spot,2015-05-05,2018-07-16,9999-12-31,1,2,2902
CUS2231,Kestrel Foods Ltd,Freight Forwarder,FMCG,National,,,MY,Malaysia,SE Asia,APAC,Hassan Silva,hassan.silva@meridiangl.com,B,60,Long-Term Contract,2021-07-30,2021-07-30,2023-02-22,0,1,2903
CUS2231,Kestrel Foods Ltd,Freight Forwarder,FMCG,National,,,MY,Malaysia,SE Asia,APAC,Hassan Silva,hassan.silva@meridiangl.com,B,60,Named Account Tariff,2021-07-30,2023-02-23,9999-12-31,1,2,2904
CUS2232,Lakemoor Agri-Foods Inc,BCO,Agriculture,SME,,,VN,Vietnam,SE Asia,APAC,Ahmed Rossi,ahmed.rossi@meridiangl.com,C,30,Spot,2022-07-11,2022-07-11,9999-12-31,1,1,2905
CUS2233,Kestrel Technologies Co.,Freight Forwarder,Electronics,Mid-Market,,,TW,Taiwan,East Asia,APAC,Carlos Haddad,carlos.haddad@meridiangl.com,D,0,Named Account Tariff,2022-05-24,2022-05-24,9999-12-31,1,1,2906
CUS2234,Cedarline Machinery PLC,Freight Forwarder,Machinery,SME,CUS3109,Cobalt Textiles Corp,NZ,New Zealand,Oceania,ANZ,Anna Berg,anna.berg@meridiangl.com,C,15,Spot,2024-11-11,2024-11-11,9999-12-31,1,1,2907
CUS2235,Redwood Alloys LLC,BCO,Metals,SME,,,SA,Saudi Arabia,Middle East,EMEA,Liam O'Brien,liam.obrien@meridiangl.com,D,0,Spot,2016-09-06,2016-09-06,9999-12-31,1,1,2908
CUS2236,Hillcrest Consumer Goods Holdings,BCO,FMCG,National,,,US,United States,N America East,Americas,Priya O'Brien,priya.obrien@meridiangl.com,C,30,Named Account Tariff,2017-04-16,2017-04-16,9999-12-31,1,1,2909
CUS2237,Ridgemont Apparel Ltd,3PL,Textiles,SME,CUS1533,Westbrook Semiconductor GmbH,HK,Hong Kong,East Asia,APAC,James Tanaka,james.tanaka@meridiangl.com,D,0,Spot,2019-09-02,2019-09-02,2023-11-28,0,1,2910
CUS2237,Ridgemont Apparel Ltd,3PL,Textiles,Mid-Market,CUS1533,Westbrook Semiconductor GmbH,HK,Hong Kong,East Asia,APAC,James Tanaka,james.tanaka@meridiangl.com,B,0,Named Account Tariff,2019-09-02,2023-11-29,9999-12-31,1,2,2911
CUS2238,Ridgemont Industrial Corp,Freight Forwarder,Machinery,Mid-Market,,,GB,United Kingdom,N Europe,EMEA,Elena O'Brien,elena.obrien@meridiangl.com,A,15,Long-Term Contract,2022-05-10,2022-05-10,2024-10-23,0,1,2912
CUS2238,Ridgemont Industrial Corp,Freight Forwarder,Machinery,Mid-Market,,,GB,United Kingdom,N Europe,EMEA,Priya Ferreira,priya.ferreira@meridiangl.com,B,15,Named Account Tariff,2022-05-10,2024-10-24,9999-12-31,1,2,2913
CUS2239,Oakford FMCG Group,BCO,FMCG,Mid-Market,,,IN,India,South Asia,APAC,Ahmed Novak,ahmed.novak@meridiangl.com,C,0,Long-Term Contract,2026-01-23,2026-01-23,2026-07-21,0,1,2914
CUS2239,Oakford FMCG Group,BCO,FMCG,National,,,IN,India,South Asia,APAC,Yuki O'Brien,yuki.obrien@meridiangl.com,D,0,Spot,2026-01-23,2026-07-22,9999-12-31,1,2,2915
CUS2240,Onyx Machinery B.V.,3PL,Machinery,Mid-Market,,,JP,Japan,East Asia,APAC,Fatima Chen,fatima.chen@meridiangl.com,B,45,Named Account Tariff,2016-05-15,2016-05-15,9999-12-31,1,1,2916
CUS2241,Elmfield Chemicals Ltd,BCO,Chemicals,Mid-Market,CUS2281,Nova Energy Corp,FR,France,N Europe,EMEA,Ahmed Novak,ahmed.novak@meridiangl.com,D,15,Spot,2020-12-03,2020-12-03,9999-12-31,1,1,2917
CUS2242,Nova Trading B.V.,BCO,Retail,SME,,,TR,Turkey,Mediterranean,EMEA,Yuki Torres,yuki.torres@meridiangl.com,C,30,Named Account Tariff,2016-06-11,2016-06-11,9999-12-31,1,1,2918
CUS2243,Monsoon Electronics S.A.,NVOCC,Electronics,Mid-Market,,,ZA,South Africa,Africa,EMEA,James Larsson,james.larsson@meridiangl.com,C,45,Spot,2018-04-30,2018-04-30,9999-12-31,1,1,2919
CUS2244,Redwood Machinery Inc,NVOCC,Machinery,SME,CUS2939,Clearwater Machinery Co.,DE,Germany,N Europe,EMEA,Maria Sharma,maria.sharma@meridiangl.com,C,30,Spot,2015-05-14,2015-05-14,9999-12-31,1,1,2920
CUS2245,Redwood Agro Pte Ltd,Freight Forwarder,Agriculture,National,,,KR,South Korea,East Asia,APAC,Elena O'Brien,elena.obrien@meridiangl.com,A,30,Long-Term Contract,2022-10-10,2022-10-10,2025-01-07,0,1,2921
CUS2245,Redwood Agro Pte Ltd,Freight Forwarder,Agriculture,National,,,KR,South Korea,East Asia,APAC,Ahmed Novak,ahmed.novak@meridiangl.com,C,30,Long-Term Contract,2022-10-10,2025-01-08,9999-12-31,1,2,2922
CUS2246,Ironwood Steel PLC,3PL,Metals,SME,,,ID,Indonesia,SE Asia,APAC,Elena O'Brien,elena.obrien@meridiangl.com,C,60,Spot,2015-06-21,2015-06-21,2017-07-30,0,1,2923
CUS2246,Ironwood Steel PLC,3PL,Metals,Mid-Market,,,ID,Indonesia,SE Asia,APAC,Elena O'Brien,elena.obrien@meridiangl.com,D,60,Spot,2015-06-21,2017-07-31,9999-12-31,1,2,2924
CUS2247,Sterling Electronics Co.,BCO,Electronics,Mid-Market,,,TR,Turkey,Mediterranean,EMEA,Liam O'Brien,liam.obrien@meridiangl.com,C,15,Named Account Tariff,2017-03-19,2017-03-19,9999-12-31,1,1,2925
CUS2248,Equator Semiconductor Corp,BCO,Electronics,SME,,,MY,Malaysia,SE Asia,APAC,Elena Haddad,elena.haddad@meridiangl.com,B,60,Spot,2020-12-04,2020-12-04,2022-08-22,0,1,2926
CUS2248,Equator Semiconductor Corp,BCO,Electronics,SME,,,MY,Malaysia,SE Asia,APAC,Priya Ferreira,priya.ferreira@meridiangl.com,B,60,Spot,2020-12-04,2022-08-23,9999-12-31,1,2,2927
CUS2249,Solstice Automotive Pte Ltd,3PL,Automotive,National,,,BE,Belgium,N Europe,EMEA,Yuki Kowalski,yuki.kowalski@meridiangl.com,B,30,Long-Term Contract,2018-04-29,2018-04-29,2022-08-26,0,1,2928
CUS2249,Solstice Automotive Pte Ltd,3PL,Automotive,National,,,BE,Belgium,N Europe,EMEA,Grace Larsson,grace.larsson@meridiangl.com,A,30,Long-Term Contract,2018-04-29,2022-08-27,9999-12-31,1,2,2929
CUS2250,Kingswell Pharmaceuticals Group,SME Direct,Pharma,National,,,MY,Malaysia,SE Asia,APAC,Yuki O'Brien,yuki.obrien@meridiangl.com,C,30,Spot,2022-02-08,2022-02-08,9999-12-31,1,1,2930
CUS2251,Lonestar Pharmaceuticals B.V.,Freight Forwarder,Pharma,SME,,,JP,Japan,East Asia,APAC,Diego Patel,diego.patel@meridiangl.com,C,0,Named Account Tariff,2020-04-19,2020-04-19,9999-12-31,1,1,2931
CUS2252,Deerfield Petrochemicals B.V.,BCO,Energy,National,CUS1195,Sterling Auto Parts LLC,IT,Italy,Mediterranean,EMEA,Fatima O'Brien,fatima.obrien@meridiangl.com,B,60,Named Account Tariff,2024-02-14,2024-02-14,2025-08-23,0,1,2932
CUS2252,Deerfield Petrochemicals B.V.,BCO,Energy,SME,CUS1195,Sterling Auto Parts LLC,IT,Italy,Mediterranean,EMEA,Raj Kim,raj.kim@meridiangl.com,C,60,Spot,2024-02-14,2025-08-24,9999-12-31,1,2,2933
CUS2253,Deerfield Pharmaceuticals Group,SME Direct,Pharma,Mid-Market,CUS0680,Nightingale Technologies Holdings,GB,United Kingdom,N Europe,EMEA,Ahmed Torres,ahmed.torres@meridiangl.com,A,60,Long-Term Contract,2023-06-29,2023-06-29,2024-04-06,0,1,2934
CUS2253,Deerfield Pharmaceuticals Group,SME Direct,Pharma,Mid-Market,CUS0680,Nightingale Technologies Holdings,GB,United Kingdom,N Europe,EMEA,Ahmed Torres,ahmed.torres@meridiangl.com,A,60,Named Account Tariff,2023-06-29,2024-04-07,9999-12-31,1,2,2935
CUS2254,Kestrel Energy LLC,NVOCC,Energy,Global Key Account,,,IN,India,South Asia,APAC,Elena Haddad,elena.haddad@meridiangl.com,A,60,Long-Term Contract,2020-06-05,2020-06-05,9999-12-31,1,1,2936
CUS2255,Lakemoor Pharmaceuticals S.A.,3PL,Pharma,Mid-Market,,,AU,Australia,Oceania,ANZ,Wei Tanaka,wei.tanaka@meridiangl.com,C,15,Named Account Tariff,2018-08-28,2018-08-28,2020-02-07,0,1,2937
CUS2255,Lakemoor Pharmaceuticals S.A.,3PL,Pharma,National,,,AU,Australia,Oceania,ANZ,Ingrid Ferreira,ingrid.ferreira@meridiangl.com,D,15,Named Account Tariff,2018-08-28,2020-02-08,9999-12-31,1,2,2938
CUS2256,Fairhaven Agri-Foods Group,SME Direct,Agriculture,National,,,CL,Chile,LatAm West,Americas,Yuki Torres,yuki.torres@meridiangl.com,C,30,Long-Term Contract,2018-04-03,2018-04-03,9999-12-31,1,1,2939
CUS2257,Harborview Chemical Industries Co.,BCO,Chemicals,Mid-Market,,,MX,Mexico,LatAm West,Americas,Priya O'Brien,priya.obrien@meridiangl.com,D,0,Named Account Tariff,2015-07-14,2015-07-14,9999-12-31,1,1,2940
CUS2258,Underhill Energy Ltd,3PL,Energy,SME,,,TR,Turkey,Mediterranean,EMEA,Hassan Silva,hassan.silva@meridiangl.com,C,15,Spot,2019-06-08,2019-06-08,9999-12-31,1,1,2941
CUS2259,Lakemoor Petrochemicals LLC,NVOCC,Energy,Mid-Market,,,US,United States,N America East,Americas,Fatima Tanaka,fatima.tanaka@meridiangl.com,B,30,Spot,2018-12-18,2018-12-18,9999-12-31,1,1,2942
CUS2260,Thornwell Automotive Inc,NVOCC,Automotive,National,,,HK,Hong Kong,East Asia,APAC,Elena Tanaka,elena.tanaka@meridiangl.com,D,30,Long-Term Contract,2016-10-16,2016-10-16,2024-10-02,0,1,2943
CUS2260,Thornwell Automotive Inc,NVOCC,Automotive,Mid-Market,,,HK,Hong Kong,East Asia,APAC,Yuki Ramirez,yuki.ramirez@meridiangl.com,D,30,Named Account Tariff,2016-10-16,2024-10-03,9999-12-31,1,2,2944
CUS2261,Sterling Motors Ltd,NVOCC,Automotive,SME,,,BR,Brazil,LatAm East,Americas,Grace Osei,grace.osei@meridiangl.com,D,0,Spot,2021-06-29,2021-06-29,9999-12-31,1,1,2945
CUS2262,Greystone Energy GmbH,Freight Forwarder,Energy,SME,CUS2929,Skyline Chemicals GmbH,VN,Vietnam,SE Asia,APAC,Elena Tanaka,elena.tanaka@meridiangl.com,C,30,Spot,2019-04-05,2019-04-05,9999-12-31,1,1,2946
CUS2263,Marlowe Chemical Industries Ltd,Freight Forwarder,Chemicals,Mid-Market,CUS0364,Aurora Mercantile Ltd,BR,Brazil,LatAm East,Americas,Diego Patel,diego.patel@meridiangl.com,B,15,Long-Term Contract,2020-01-18,2020-01-18,9999-12-31,1,1,2947
CUS2264,Sterling Consumer Goods Inc,3PL,FMCG,SME,,,MX,Mexico,LatAm West,Americas,Carlos Haddad,carlos.haddad@meridiangl.com,D,45,Spot,2026-06-29,2026-06-29,2026-08-17,0,1,2948
CUS2264,Sterling Consumer Goods Inc,3PL,FMCG,SME,,,MX,Mexico,LatAm West,Americas,Carlos Haddad,carlos.haddad@meridiangl.com,A,45,Named Account Tariff,2026-06-29,2026-08-18,9999-12-31,1,2,2949
CUS2265,Clearwater Alloys S.A.,3PL,Metals,Mid-Market,CUS2748,Fairhaven Garments Group,GB,United Kingdom,N Europe,EMEA,Priya Ferreira,priya.ferreira@meridiangl.com,C,60,Spot,2016-05-01,2016-05-01,2018-02-28,0,1,2950
CUS2265,Clearwater Alloys S.A.,3PL,Metals,SME,CUS2748,Fairhaven Garments Group,GB,United Kingdom,N Europe,EMEA,Kenji Tanaka,kenji.tanaka@meridiangl.com,C,60,Named Account Tariff,2016-05-01,2018-03-01,9999-12-31,1,2,2951
CUS2266,Onyx Chemical Industries GmbH,Freight Forwarder,Chemicals,Mid-Market,,,ID,Indonesia,SE Asia,APAC,Yuki Torres,yuki.torres@meridiangl.com,B,45,Named Account Tariff,2025-07-28,2025-07-28,2026-07-05,0,1,2952
CUS2266,Onyx Chemical Industries GmbH,Freight Forwarder,Chemicals,SME,,,ID,Indonesia,SE Asia,APAC,Ingrid Tanaka,ingrid.tanaka@meridiangl.com,D,45,Spot,2025-07-28,2026-07-06,9999-12-31,1,2,2953
CUS2267,Voyager Trading B.V.,3PL,Retail,Global Key Account,,,TW,Taiwan,East Asia,APAC,Ahmed Torres,ahmed.torres@meridiangl.com,B,30,Long-Term Contract,2021-05-07,2021-05-07,9999-12-31,1,1,2954
CUS2268,Mosaic Electronics PLC,BCO,Electronics,Global Key Account,,,NL,Netherlands,N Europe,EMEA,Elena Haddad,elena.haddad@meridiangl.com,A,60,Long-Term Contract,2019-03-01,2019-03-01,9999-12-31,1,1,2955
CUS2269,Ridgemont Technologies LLC,SME Direct,Electronics,Mid-Market,,,IT,Italy,Mediterranean,EMEA,Diego Kowalski,diego.kowalski@meridiangl.com,B,60,Named Account Tariff,2016-11-02,2016-11-02,9999-12-31,1,1,2956
CUS2270,Glenmoor Foods Corp,BCO,FMCG,SME,,,TR,Turkey,Mediterranean,EMEA,Yuki Ramirez,yuki.ramirez@meridiangl.com,D,15,Long-Term Contract,2015-09-06,2015-09-06,9999-12-31,1,1,2957
CUS2271,Sterling Chemical Industries Corp,BCO,Chemicals,SME,,,GB,United Kingdom,N Europe,EMEA,Grace Larsson,grace.larsson@meridiangl.com,A,45,Spot,2018-03-30,2018-03-30,2024-05-19,0,1,2958
CUS2271,Sterling Chemical Industries Corp,BCO,Chemicals,National,,,GB,United Kingdom,N Europe,EMEA,Liam O'Brien,liam.obrien@meridiangl.com,B,45,Long-Term Contract,2018-03-30,2024-05-20,9999-12-31,1,2,2959
CUS2272,Dockside Agro Inc,Freight Forwarder,Agriculture,Mid-Market,,,IT,Italy,Mediterranean,EMEA,Sofia Tanaka,sofia.tanaka@meridiangl.com,D,15,Spot,2022-10-25,2022-10-25,9999-12-31,1,1,2960
CUS2273,Granite Mercantile Inc,BCO,Retail,SME,CUS1892,Harborview Electronics PLC,JP,Japan,East Asia,APAC,Sofia Ferreira,sofia.ferreira@meridiangl.com,B,45,Spot,2017-10-13,2017-10-13,9999-12-31,1,1,2961
CUS2274,Ridgemont Machinery Pte Ltd,BCO,Machinery,SME,,,TR,Turkey,Mediterranean,EMEA,Elena Berg,elena.berg@meridiangl.com,C,0,Named Account Tariff,2022-04-03,2022-04-03,9999-12-31,1,1,2962
CUS2275,Hillcrest Power S.A.,Freight Forwarder,Energy,Mid-Market,,,DE,Germany,N Europe,EMEA,Priya O'Brien,priya.obrien@meridiangl.com,B,30,Spot,2017-10-19,2017-10-19,9999-12-31,1,1,2963
CUS2276,Southwick Power GmbH,Freight Forwarder,Energy,National,,,US,United States,N America East,Americas,Carlos Sharma,carlos.sharma@meridiangl.com,B,45,Long-Term Contract,2026-05-02,2026-05-02,9999-12-31,1,1,2964
CUS2277,Everest Automotive Group,NVOCC,Automotive,National,,,HK,Hong Kong,East Asia,APAC,Ingrid Nguyen,ingrid.nguyen@meridiangl.com,A,30,Long-Term Contract,2016-11-22,2016-11-22,9999-12-31,1,1,2965
CUS2278,Northgate Industrial Corp,BCO,Machinery,Global Key Account,,,GB,United Kingdom,N Europe,EMEA,Ahmed Torres,ahmed.torres@meridiangl.com,A,45,Named Account Tariff,2016-02-01,2016-02-01,9999-12-31,1,1,2966
CUS2279,Eastridge Mercantile B.V.,BCO,Retail,National,CUS0535,Thornwell FMCG PLC,MY,Malaysia,SE Asia,APAC,Fatima Haddad,fatima.haddad@meridiangl.com,A,45,Long-Term Contract,2018-12-18,2018-12-18,9999-12-31,1,1,2967
CUS2280,Brookline Pharma Holdings,3PL,Pharma,SME,,,FR,France,N Europe,EMEA,Ahmed Rossi,ahmed.rossi@meridiangl.com,C,45,Spot,2016-01-01,2016-01-01,2021-04-10,0,1,2968
CUS2280,Brookline Pharma Holdings,3PL,Pharma,Mid-Market,,,FR,France,N Europe,EMEA,Ahmed Rossi,ahmed.rossi@meridiangl.com,A,45,Long-Term Contract,2016-01-01,2021-04-11,9999-12-31,1,2,2969
CUS2281,Nova Energy Corp,BCO,Energy,Global Key Account,,,SG,Singapore,SE Asia,APAC,Ahmed Rossi,ahmed.rossi@meridiangl.com,A,60,Long-Term Contract,2016-12-17,2016-12-17,9999-12-31,1,1,2970
CUS2282,Equator Automotive Group,BCO,Automotive,SME,,,NZ,New Zealand,Oceania,ANZ,Yuki O'Brien,yuki.obrien@meridiangl.com,B,15,Spot,2016-10-01,2016-10-01,9999-12-31,1,1,2971
CUS2283,Brookline Stores Co.,SME Direct,Retail,Mid-Market,,,CL,Chile,LatAm West,Americas,Elena Berg,elena.berg@meridiangl.com,C,30,Long-Term Contract,2015-09-29,2015-09-29,9999-12-31,1,1,2972
CUS2284,Sterling Power Pte Ltd,BCO,Energy,National,,,TR,Turkey,Mediterranean,EMEA,Maria Sharma,maria.sharma@meridiangl.com,B,15,Named Account Tariff,2021-07-28,2021-07-28,9999-12-31,1,1,2973
CUS2285,Granite Automotive Co.,BCO,Automotive,SME,,,DE,Germany,N Europe,EMEA,Ahmed Rossi,ahmed.rossi@meridiangl.com,A,45,Named Account Tariff,2020-11-21,2020-11-21,9999-12-31,1,1,2974
CUS2286,Brightwater Auto Parts S.A.,NVOCC,Automotive,SME,,,TW,Taiwan,East Asia,APAC,Elena Haddad,elena.haddad@meridiangl.com,B,45,Spot,2018-07-25,2018-07-25,2024-05-16,0,1,2975
CUS2286,Brightwater Auto Parts S.A.,NVOCC,Automotive,SME,,,TW,Taiwan,East Asia,APAC,Elena Haddad,elena.haddad@meridiangl.com,B,45,Long-Term Contract,2018-07-25,2024-05-17,9999-12-31,1,2,2976
CUS2287,Dockside Chemicals Corp,SME Direct,Chemicals,SME,,,CN,China,East Asia,APAC,Fatima Tanaka,fatima.tanaka@meridiangl.com,B,15,Spot,2018-07-16,2018-07-16,9999-12-31,1,1,2977
CUS2288,Ironwood Farms Co.,SME Direct,Agriculture,Mid-Market,,,SA,Saudi Arabia,Middle East,EMEA,Ahmed Novak,ahmed.novak@meridiangl.com,D,0,Long-Term Contract,2021-01-31,2021-01-31,2021-08-25,0,1,2978
CUS2288,Ironwood Farms Co.,SME Direct,Agriculture,National,,,SA,Saudi Arabia,Middle East,EMEA,Ahmed Novak,ahmed.novak@meridiangl.com,D,0,Spot,2021-01-31,2021-08-26,9999-12-31,1,2,2979
CUS2289,Greystone FMCG LLC,NVOCC,FMCG,National,,,ZA,South Africa,Africa,EMEA,Ahmed Nguyen,ahmed.nguyen@meridiangl.com,A,60,Named Account Tariff,2024-10-26,2024-10-26,9999-12-31,1,1,2980
CUS2290,Elmfield Pharma Group,BCO,Pharma,SME,,,ES,Spain,Mediterranean,EMEA,James Larsson,james.larsson@meridiangl.com,A,30,Spot,2016-10-05,2016-10-05,9999-12-31,1,1,2981
CUS2291,Aurora Chemicals Corp,3PL,Chemicals,SME,CUS0640,Ashford Pharmaceuticals PLC,KR,South Korea,East Asia,APAC,Anna Berg,anna.berg@meridiangl.com,C,15,Spot,2017-08-26,2017-08-26,9999-12-31,1,1,2982
CUS2292,Aurora Apparel Co.,BCO,Textiles,National,,,TR,Turkey,Mediterranean,EMEA,Carlos Haddad,carlos.haddad@meridiangl.com,B,45,Long-Term Contract,2017-06-11,2017-06-11,9999-12-31,1,1,2983
CUS2293,Southwick Energy Group,Freight Forwarder,Energy,Mid-Market,,,NZ,New Zealand,Oceania,ANZ,Ahmed Novak,ahmed.novak@meridiangl.com,C,45,Long-Term Contract,2022-11-21,2022-11-21,9999-12-31,1,1,2984
CUS2294,Southwick Life Sciences Pte Ltd,BCO,Pharma,National,,,CL,Chile,LatAm West,Americas,Yuki Kowalski,yuki.kowalski@meridiangl.com,B,30,Spot,2017-02-28,2017-02-28,9999-12-31,1,1,2985
CUS2295,Zenith Power Pte Ltd,BCO,Energy,Mid-Market,,,CN,China,East Asia,APAC,Ahmed Tanaka,ahmed.tanaka@meridiangl.com,B,30,Named Account Tariff,2019-04-28,2019-04-28,9999-12-31,1,1,2986
CUS2296,Junction Metals Ltd,BCO,Metals,SME,,,MX,Mexico,LatAm West,Americas,Kenji Tanaka,kenji.tanaka@meridiangl.com,D,0,Named Account Tariff,2015-10-28,2015-10-28,9999-12-31,1,1,2987
CUS2297,Underhill Energy Corp,3PL,Energy,SME,CUS1275,Millbrook Semiconductor LLC,VN,Vietnam,SE Asia,APAC,Yuki Torres,yuki.torres@meridiangl.com,C,30,Spot,2022-08-17,2022-08-17,9999-12-31,1,1,2988
CUS2298,Granite Stores B.V.,BCO,Retail,SME,,,MY,Malaysia,SE Asia,APAC,Elena O'Brien,elena.obrien@meridiangl.com,C,0,Spot,2015-06-02,2015-06-02,9999-12-31,1,1,2989
CUS2299,Foxrun Alloys PLC,BCO,Metals,Mid-Market,,,TR,Turkey,Mediterranean,EMEA,Kenji Tanaka,kenji.tanaka@meridiangl.com,D,15,Named Account Tariff,2020-09-30,2020-09-30,9999-12-31,1,1,2990
CUS2300,Hillcrest Farms Holdings,Freight Forwarder,Agriculture,SME,,,KR,South Korea,East Asia,APAC,James Larsson,james.larsson@meridiangl.com,C,0,Spot,2018-02-20,2018-02-20,9999-12-31,1,1,2991
CUS2301,Wellspring Chemicals B.V.,BCO,Chemicals,SME,CUS0660,Millbrook Alloys Corp,MX,Mexico,LatAm West,Americas,Fatima Haddad,fatima.haddad@meridiangl.com,C,30,Spot,2021-10-24,2021-10-24,2023-03-30,0,1,2992
CUS2301,Wellspring Chemicals B.V.,BCO,Chemicals,Mid-Market,CUS0660,Millbrook Alloys Corp,MX,Mexico,LatAm West,Americas,Kenji Tanaka,kenji.tanaka@meridiangl.com,D,30,Long-Term Contract,2021-10-24,2023-03-31,9999-12-31,1,2,2993
CUS2302,Onyx Power Group,BCO,Energy,SME,,,CN,China,East Asia,APAC,Fatima Chen,fatima.chen@meridiangl.com,D,30,Spot,2017-12-04,2017-12-04,9999-12-31,1,1,2994
